YYYY,MM,DD,DATE,CO2(ppm),SD(ppm),GR(ppm/yr),Source
2015,6,15,2015.45205,397.242,0.181,2.83698,in situ
2015,7,15,2015.53425,397.73,0.214,2.92099,in situ
2015,8,15,2015.61918,398.32,0.16,3.06598,in situ
2015,9,15,2015.70411,398.513,0.165,3.19598,in situ
2015,10,15,2015.7863,398.562,0.134,3.23499,in situ
2015,11,15,2015.87123,398.689,0.132,3.306,in situ
2015,12,15,2015.95342,398.722,0.103,3.53299,in situ
2016,1,15,2016.03825,398.839,0.161,3.56598,in situ
2016,2,15,2016.12295,399.124,0.197,3.28,in situ
2016,3,15,2016.20219,399.374,0.212,3.23801,in situ
2016,4,15,2016.28689,399.723,0.225,3.224,in situ
2016,5,15,2016.36885,400.23,0.184,2.83301,in situ
2016,6,15,2016.45355,400.775,0.207,2.60101,in situ
2016,7,15,2016.53552,401.296,0.197,2.46402,in situ
2016,8,15,2016.62022,401.6,0.113,2.172,in situ
2016,9,15,2016.70492,401.751,0.135,2.02402,in situ
2016,10,15,2016.78689,401.786,0.122,1.931,in situ
2016,11,15,2016.87158,401.522,0.155,1.66299,in situ
2016,12,15,2016.95355,401.323,0.15,1.42102,in situ
2017,1,15,2017.03836,401.303,0.157,1.53101,in situ
2017,2,15,2017.12329,401.296,0.165,1.78799,in situ
2017,3,15,2017.2,401.398,0.112,1.849,in situ
2017,4,15,2017.28493,401.654,0.145,1.94098,in situ
2017,5,15,2017.36712,401.893,0.13,2.31601,in situ
2017,6,15,2017.45205,402.196,0.19,2.526,in situ
2017,7,15,2017.53425,402.827,0.238,2.591,in situ
2017,8,15,2017.61918,403.388,0.134,2.66202,in situ
2017,9,15,2017.70411,403.6,0.098,2.64798,in situ
2017,10,15,2017.7863,403.727,0.153,2.64999,in situ
2017,11,15,2017.87123,403.838,0.099,2.65399,in situ
2017,12,15,2017.95342,403.849,0.189,2.625,in situ
2018,1,15,2018.03836,403.894,0.17,2.495,in situ
2018,2,15,2018.12329,403.958,0.16,2.40701,in situ
2018,3,15,2018.2,404.046,0.136,2.40698,in situ
2018,4,15,2018.28493,404.304,0.175,2.327,in situ
2018,5,15,2018.36712,404.547,0.134,2.142,in situ
2018,6,15,2018.45205,404.821,0.162,2.05899,in situ
2018,7,15,2018.53425,405.322,0.21,1.99399,in situ
2018,8,15,2018.61918,405.795,0.136,1.86398,in situ
2018,9,15,2018.70411,406.007,0.098,1.90802,in situ
2018,10,15,2018.7863,406.054,0.158,2.056,in situ
2018,11,15,2018.87123,405.98,0.16,2.31601,in situ
2018,12,15,2018.95342,405.908,0.136,2.57397,in situ
2019,1,15,2019.03836,405.888,0.178,2.668,in situ
2019,2,15,2019.12329,405.822,0.137,2.69998,in situ
2019,3,15,2019.2,405.954,0.187,2.73401,in situ
2019,4,15,2019.28493,406.36,0.167,2.83301,in situ
2019,5,15,2019.36712,406.863,0.209,2.94,in situ
2019,6,15,2019.45205,407.395,0.214,2.78,in situ
2019,7,15,2019.53425,407.99,0.209,2.52399,in situ
2019,8,15,2019.61918,408.495,0.16,2.66202,in situ
2019,9,15,2019.70411,408.741,0.132,2.78198,in situ
2019,10,15,2019.7863,408.887,0.105,2.60303,in situ
2019,11,15,2019.87123,408.92,0.114,2.366,in situ
2019,12,15,2019.95342,408.688,0.173,2.26401,in situ
2020,1,15,2020.03825,408.412,0.185,2.19,in situ
2020,2,15,2020.12295,408.484,0.16,2.133,in situ
2020,3,15,2020.20219,408.736,0.178,2.18301,in situ
2020,4,15,2020.28689,408.963,0.127,2.134,in situ
2020,5,15,2020.36885,409.229,0.136,2.00299,in situ
2020,6,15,2020.45355,409.659,0.178,2.08801,in situ
2020,7,15,2020.53552,410.18,0.198,2.306,in situ
2020,8,15,2020.62022,410.628,0.156,2.26199,in situ
2020,9,15,2020.70492,410.924,0.109,2.16299,in situ
2020,10,15,2020.78689,411.021,0.128,2.05399,in situ
2020,11,15,2020.87158,410.923,0.141,1.95599,in situ
2020,12,15,2020.95355,410.776,0.154,1.90799,in situ
2021,1,15,2021.03836,410.718,0.159,1.905,in situ
2021,2,15,2021.12329,410.746,0.144,NaN,in situ
2021,3,15,2021.2,410.899,0.19,NaN,in situ
2021,4,15,2021.28493,411.017,0.105,NaN,in situ
2021,5,15,2021.36712,411.185,0.145,NaN,in situ
2021,6,15,2021.45205,411.567,0.19,NaN,in situ
2021,7,15,2021.53425,412.085,0.195,NaN,in situ
 ,,,,,,,
 ,,,,,,,
Terms of Use,,,,,,,
,,,,,,,
1. Terminology ,,,,,,,
‘Content’ means the content of the site [http://www.csiro.au/greenhouse-gases] including ,,,,,,,
"but not limited to, data, information, databases, images and material.",,,,,,,
,,,,,,,
"‘you/user’ means you as a website user, or Content/data user.",,,,,,,
,,,,,,,
2. Using Content ,,,,,,,
"CSIRO reserves the right to make corrections, revisions, updates and improvements to any ",,,,,,,
Content on this site but is under no obligation to do so.,,,,,,,
,,,,,,,
"Without limiting the foregoing, the most recent year of data is provided in this site on",,,,,,,
a provisional basis only and may be subject to further revision.,,,,,,,
,,,,,,,
"If you use or download Content from this site, you acknowledge that such Content:",,,,,,,
    - may contain statements based on scientific research and comprises data collected by ,,,,,,,
      CSIRO and third parties; ,,,,,,,
"    - is not professional, scientific, medical, technical or expert advice and is subject ",,,,,,,
      to the usual uncertainties of advanced scientific and technical research; ,,,,,,,
    - should not be relied upon as the basis for doing or failing to do something. ,,,,,,,
,,,,,,,
References or links to third party data are provided for information and convenience only ,,,,,,,
and do not mean that CSIRO endorses or approves that data.,,,,,,,
,,,,,,,
"Any use of the Content must acknowledge the source of the Information as CSIRO Oceans & """,,,,,,,
Atmosphere and the Australian Bureau of Meteorology (Cape Grim Baseline Air ,,,,,,,
"Pollution Station) and include a statement that CSIRO and the Australian Bureau of """,,,,,,,
"Meteorology give no warranty regarding the accuracy, completeness, currency or suitability ",,,,,,,
for any particular purpose and accept no liability in respect of data.,,,,,,,
,,,,,,,
The Content on this site must not be distributed or disseminated to third parties without ,,,,,,,
the attachment of the Terms of Use.,,,,,,,
,,,,,,,
3. Grant of licence ,,,,,,,
"CSIRO grants you a royalty-free, non-exclusive, non-transferable licence to use, reproduce, ",,,,,,,
adapt or communicate the Content on this site for any purpose other than a commercial ,,,,,,,
"purpose. For the purposes of this licence, commercial purpose"" means to sell", hire," """,,,,,
"exchange or otherwise exploit the Content (whether in its original or adapted form, or ",,,,,,,
incorporated in products or services) for profit or gain.,,,,,,,
,,,,,,,
The rights granted under this licence are personal to the user and are not sub-licensable ,,,,,,,
or capable of assignment.,,,,,,,
,,,,,,,
4. Disclaimer ,,,,,,,
If you use or download any Content from this site you accept all risks and responsibility ,,,,,,,
"for losses, damages, costs and other consequences resulting directly or indirectly from ",,,,,,,
using the Content.,,,,,,,
,,,,,,,
"To the maximum extent permitted by law, CSIRO excludes any and all liability to any person ",,,,,,,
"for any consequences, including but not limited to all losses, damages, costs, expenses and",,,,,,,
"any other compensation, arising directly or indirectly from using the Content.",,,,,,,
,,,,,,,
"Every effort has been made to ensure the accuracy of the Content on this site, however ",,,,,,,
"CSIRO does not warrant the accuracy and reliability of the Content and, to the extent ",,,,,,,
"permitted by law, does not guarantee or make any express or implied representation regarding ",,,,,,,
"the accuracy, reliability, correctness, fitness for use for any purpose whatsoever of the ",,,,,,,
Content. Any use and/or interpretation of the Content is done so entirely at the user’s own risk.,,,,,,,
,,,,,,,
5. Whole agreement ,,,,,,,
Use of this site is subject also to CSIRO’s Legal Notice and Disclaimer ,,,,,,,
(http://www.csiro.au/org/LegalNoticeAndDisclaimer.html). By using this site and the Content ,,,,,,,
"available on and through it, you are agreeing to be bound by these Terms of Use and the ",,,,,,,
"Legal Notice and Disclaimer. If there is any conflict then these Terns of Use will prevail, ",,,,,,,
but only to the extent that it applies to the particular Content and to the extent ,,,,,,,
necessary to resolve any conflict.,,,,,,,
,,,,,,,
"CSIRO may change these Terms of Use at any time without giving you notice, so please check ",,,,,,,
them each time you visit the site (http://www.csiro.au/greenhouse-gases).,,,,,,,
